Timestamp,Text,User,Platform,Hashtags,Retweets,Likes,Country,Sentiment
7/18/2015 14:20, Compassion in action: supporting a local charity event. , CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18,35, Canada , Compassion    
2/23/2016 19:45," A moment of tenderness, connecting with loved ones.    ", LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25,50, UK          , Tenderness    
10/30/2017 11:30, Arousal of excitement as I await a special announcement., ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20,40, Australia , Arousal       
6/15/2018 16:00, Enthusiastically diving into a new project.            , ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15,30, USA  , Enthusiasm    
3/28/2019 18:20, Feeling a sense of fulfillment after reaching a milestone., MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22,45, India     , Fulfillment  
11/11/2019 15:00, Reverence for the beauty of a historic landmark.       , HistoryLover    , Twitter  , #Reverence #History                           ,18,35, UK      , Reverence     
4/2/2020 9:30, Elation after a surprise reunion with old friends.    , JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25,50, Canada      , Elation       
6/19/2021 14:45, The euphoria of a live music concert under the stars.  , MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15,30, USA , Euphoria      
8/15/2010 10:00, Contentment in the simplicity of a quiet Sunday.       , SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30,60, Australia , Contentment   
9/22/2011 19:30, Serenity found in the pages of a favorite book.        , BookLover3      , Instagram , #Serenity #BookTime                           ,22,45, UK          , Serenity      
3/10/2012 8:30, Gratitude for the support received during tough times. , SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15,30, India     , Gratitude     
12/5/2013 16:00, Hopeful about the possibilities of a new journey.      , JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18,35, Canada    , Hope          
7/20/2014 11:30, Empowerment through learning and personal growth.      , GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25,50,USA, Empowerment   
12/22/2015 14:20, Compassion towards those in need during the holidays.  , HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18,35, USA      , Compassion    
2/10/2016 19:45, Tenderness in the warmth of a cozy winter evening.     , WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25,50, UK       , Tenderness    
4/30/2017 11:30, Arousal of excitement for an upcoming adventure.       , AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20,40, Australia , Arousal       
9/15/2018 16:00, Enthusiasm for a creative project in the making.       , CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15,30, Canada    , Enthusiasm    
6/28/2019 18:20, Fulfillment in completing a challenging workout routine., FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22,45, India     , Fulfillment  
11/11/2020 15:00, Reverence for the artistry displayed in a museum.      , ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18,35, UK        , Reverence     
3/2/2021 9:30, Elation after achieving a personal goal.               , GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25,50, USA      , Elation       
2/18/2012 14:30, Elation over discovering a hidden gem in the city.   , UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20,40, USA      , Elation       
11/5/2018 21:45, The euphoria of a surprise birthday celebration.     , BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15,30, UK   , Euphoria      
9/12/2015 13:20, Contentment in the simplicity of a home-cooked meal. , HomeChef        , Facebook , #Contentment #HomeCooking                     ,25,50, India    , Contentment   
7/30/2016 18:10, Serenity found in the melody of a peaceful piano.    , MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18,35, Canada      , Serenity      
4/20/2013 10:30, Gratitude for the supportive community around me.    , CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30,60, USA , Gratitude     
12/8/2017 19:15, Hopeful about the prospects of a new business venture., EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22,45, Canada    , Hope          
6/3/2014 8:20, Empowerment through mentoring and guiding others.    , MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15,30, UK       , Empowerment   
1/15/2019 14:50, Compassion shown through acts of kindness in the community., KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18,35, Australia , Compassion
12/25/2016 19:30, Tenderness in a heartfelt message to a loved one.    , LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25,50, UK          , Tenderness    
3/10/2018 9:45, Arousal of excitement before a much-awaited trip.    , TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20,40, India    , Arousal       
9/17/2020 16:30, Enthusiasm for a new artistic project in the works.  , ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15,30, USA       , Enthusiasm    
8/28/2011 18:45, Feeling a sense of fulfillment after helping others. , HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22,45, Canada    , Fulfillment   
11/1/2017 15:30, Reverence for the historical significance of a landmark., HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18,35, Australia , Reverence 
6/15/2019 10:00, Elation after achieving a fitness milestone.         , FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25,50, UK           , Elation       
4/3/2022 11:45, The euphoria of a successful product launch.         , ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15,30, USA       , Euphoria      
11/12/2010 20:20, Contentment in the embrace of a loved one.           , LovingEmbrace   , Twitter  , #Contentment #Love                             ,30,60, India    , Contentment   
7/22/2011 18:30, Serenity found in the beauty of a sunset by the sea.  , SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22,45, Canada     , Serenity      
3/30/2012 11:20, Gratitude for the small joys that each day brings.   , JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15,30, Australia   , Gratitude     
10/5/2013 16:40, Hopeful about the potential for personal growth.      , GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18,35, UK       , Hope          
7/10/2014 13:15, Empowerment through learning a new skill.            , SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25,50, India   , Empowerment   
12/18/2015 14:20, Compassion in volunteering for a local charity.       , CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18,35, USA      , Compassion    
2/10/2016 19:45, Tenderness in a quiet moment shared with a pet.      , PetLove         , Twitter  , #Tenderness #PetLove                          ,25,50, Canada   , Tenderness    
9/25/2017 11:30, Arousal of excitement for an upcoming festival.       , FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20,40, UK , Arousal       
4/15/2018 16:00, Enthusiasm for a DIY home improvement project.       , DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15,30, Australia   , Enthusiasm    
11/28/2019 18:20, Fulfillment in completing a challenging puzzle.      , PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22,45, India    , Fulfillment   
5/11/2020 15:00, Reverence for the wonders of nature on a hiking trail., NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18,35, USA        , Reverence 
2/5/2021 9:30, Elation after a surprise reunion with a childhood friend., ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25,50, Canada      , Elation   
3/10/2021 8:30, Suffering from despair after another setback.      , StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5,10, USA          , Despair         
7/5/2022 15:45," Overwhelmed by grief, missing a loved one dearly.  ", MourningHeart     , Instagram , #Grief #Loss                                   ,8,15, Canada          , Grief           
11/18/2019 21:20, Loneliness creeps in as the night grows colder.    , SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10,20, UK           , Loneliness      
8/12/2020 11:30, Jealousy consumes me as I witness others' success. , EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12,25, India        , Jealousy        
5/22/2018 14:45, Resentment building up over past betrayals.        , BitterHeart       , Instagram , #Resentment #Bitterness                       ,7,15, Australia     , Resentment      
1/30/2017 16:10, Frustration mounts as obstacles block my path.     , BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10,20, USA          , Frustration     
9/28/2016 19:45," Boredom sets in, the day feels endlessly dull.     ", BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        , Boredom         
4/15/2019 9:00," Anxiety grips my heart, worry clouds my thoughts.  ", WorriedMind       , Instagram , #Anxiety #Worry                               ,12,25, UK           , Anxiety         
12/3/2021 18:30, Intimidation by the unknown future ahead.          , FearfulSoul       , Facebook , #Intimidation #Fear                           ,15,30, India        , Intimidation    
6/20/2020 14:20, Helplessness sinks in as challenges pile up.       , OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8,15, Australia    , Helplessness    
11/7/2018 11:30, Envy eats away at me as I see others' prosperity.  , CovetousMind     , Instagram , #Envy #Desire                                ,10,20, Canada        , Envy            
8/25/2017 16:00, Regret over missed opportunities haunts my thoughts., RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12,25, UK           , Regret         
2/11/2019 9:45, Disgust at the sight of injustice and cruelty.     , DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7,15, India        , Disgust         
4/2/2016 20:20," Drowning in despair, hope slipping through my fingers.", HopelessHeart    , Instagram , #Despair #Hopeless                           ,10,20, USA          , Despair      
10/18/2015 15:30," Grief weighs heavy, tears a constant companion.    ", TearfulSoul      , Facebook , #Grief #Tears                                ,12,25, Canada        , Grief           
7/12/2019 18:10," Loneliness in a crowded room, a silent cry for connection.", IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            , Loneliness 
6/3/2018 16:30," Jealousy gnaws at my confidence, a toxic emotion.  ", SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8,15, India         , Jealousy        
1/15/2022 12:00," Resentment festers, poisoning relationships.       ", BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    , Resentment      
4/10/2017 14:45," Frustration boils over, a volcanic eruption of emotions.", ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12,25, USA          , Frustration 
11/28/2016 19:00," Boredom settles like dust, life feels mundane.     ", MundaneHeart     , Instagram , #Boredom #Monotony                          ,7,15, Canada        , Boredom         
9/5/2018 9:30," Anxiety grips my chest, a relentless grip on my thoughts.", RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10,20, UK            , Anxiety   
10/22/2021 18:30," Intimidation by the challenges ahead, fear takes hold.", FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15,30, India         , Intimidation 
5/8/2019 14:20," Helplessness engulfs me, drowning in a sea of problems.", OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8,15, Australia    , Helplessness 
3/20/2017 11:30," Envy poisons my thoughts, coveting others' success.", GreenEyedMonster , Facebook , #Envy #Success                              ,10,20, Canada        , Envy            
12/15/2018 16:00, Regret for decisions that led to a painful present., RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12,25, USA          , Regret         
7/1/2016 9:45, Disgust at the corruption that stains society.     , CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7,15, UK            , Disgust         
8/20/2020 20:20," Sinking in despair, each day darker than the last. ", DrowningSoul     , Facebook , #Despair #DarkDays                          ,10,20, India         , Despair         
2/25/2021 15:30," Grief overwhelms, a storm of emotions within.      ", StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12,25, Canada        , Grief           
